H,P,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10
H_7082.h5,P_7082.h5,1,0,0,0,1,0,1,1,0,0
H_7083.h5,P_7083.h5,0,0,0,0,0,1,1,1,1,0
H_7084.h5,P_7084.h5,0,1,1,0,0,0,0,1,0,1
H_7085.h5,P_7085.h5,0,0,1,0,0,0,1,0,1,1
H_7086.h5,P_7086.h5,0,0,0,0,1,0,1,1,0,1
H_7087.h5,P_7087.h5,0,1,0,1,0,0,0,1,0,0
H_7088.h5,P_7088.h5,0,1,0,0,1,1,0,1,0,0
H_7089.h5,P_7089.h5,0,0,1,0,1,0,1,0,1,0
H_7090.h5,P_7090.h5,0,0,0,1,1,1,0,0,0,0
H_7091.h5,P_7091.h5,0,1,1,1,1,0,0,0,0,0
H_7092.h5,P_7092.h5,1,1,0,1,0,0,0,0,1,0
H_7093.h5,P_7093.h5,0,1,1,0,0,1,0,0,1,0
H_7094.h5,P_7094.h5,0,0,0,1,0,0,0,0,1,1
H_7095.h5,P_7095.h5,0,1,0,1,0,0,1,0,0,1
H_7096.h5,P_7096.h5,1,1,1,0,0,0,0,1,0,0
H_7097.h5,P_7097.h5,0,0,0,0,0,1,1,1,0,0
H_7098.h5,P_7098.h5,1,0,0,0,0,1,0,0,1,0
H_7099.h5,P_7099.h5,0,1,1,0,0,0,1,0,1,0
H_7100.h5,P_7100.h5,0,0,0,0,0,1,0,1,1,1
H_7101.h5,P_7101.h5,0,0,0,1,1,0,1,0,0,1
H_7102.h5,P_7102.h5,0,0,0,1,0,1,0,1,0,1
H_7103.h5,P_7103.h5,1,0,0,0,1,1,0,1,0,0
H_7104.h5,P_7104.h5,0,0,0,0,0,0,1,0,1,0
H_7105.h5,P_7105.h5,0,1,0,0,0,0,1,0,1,1
H_7106.h5,P_7106.h5,1,1,0,0,1,0,0,0,1,0
H_7107.h5,P_7107.h5,1,0,0,0,0,0,0,1,1,0
H_7108.h5,P_7108.h5,0,0,0,0,1,1,0,1,0,1
H_7109.h5,P_7109.h5,0,1,0,0,0,0,1,1,0,1
H_7110.h5,P_7110.h5,0,1,0,1,0,0,1,0,0,1
H_7111.h5,P_7111.h5,1,0,0,0,1,0,1,0,0,1
H_7112.h5,P_7112.h5,1,0,0,0,1,1,0,0,0,0
H_7113.h5,P_7113.h5,0,1,0,1,0,0,1,0,1,0
H_7114.h5,P_7114.h5,0,0,0,0,0,1,0,1,1,0
H_7115.h5,P_7115.h5,1,1,1,0,1,0,0,0,0,0
H_7116.h5,P_7116.h5,1,1,0,0,0,0,0,0,0,0
H_7117.h5,P_7117.h5,0,0,0,1,0,0,0,1,0,1
H_7118.h5,P_7118.h5,0,1,0,1,0,0,0,0,1,0
H_7119.h5,P_7119.h5,0,0,0,1,0,0,0,0,1,1
H_7120.h5,P_7120.h5,0,1,1,0,0,0,1,0,0,1
H_7121.h5,P_7121.h5,1,0,0,0,0,1,0,0,1,0
H_7122.h5,P_7122.h5,1,1,0,0,0,0,1,1,0,0
H_7123.h5,P_7123.h5,1,0,0,0,1,0,0,1,0,1
H_7124.h5,P_7124.h5,1,1,0,0,1,1,0,0,0,0
H_7125.h5,P_7125.h5,1,1,1,1,0,0,0,0,0,0
H_7126.h5,P_7126.h5,0,0,1,0,0,1,1,0,1,0
H_7127.h5,P_7127.h5,1,0,0,1,0,1,1,0,0,0
H_7128.h5,P_7128.h5,0,1,0,1,0,0,1,0,1,0
H_7129.h5,P_7129.h5,1,0,1,0,0,0,1,0,1,0
H_7130.h5,P_7130.h5,0,1,1,1,0,0,0,0,0,1
H_7131.h5,P_7131.h5,1,1,1,0,0,0,0,1,0,0
H_7132.h5,P_7132.h5,1,0,1,0,1,0,1,0,0,0
H_7133.h5,P_7133.h5,0,1,1,0,1,0,0,1,0,0
H_7134.h5,P_7134.h5,0,0,1,0,1,0,0,1,0,0
H_7135.h5,P_7135.h5,0,1,1,1,0,1,0,0,0,0
H_7136.h5,P_7136.h5,0,1,0,0,1,0,0,0,0,1
H_7137.h5,P_7137.h5,0,1,0,0,0,1,1,0,0,1
H_7138.h5,P_7138.h5,0,0,1,0,0,1,1,1,0,0
H_7139.h5,P_7139.h5,1,1,0,0,0,1,0,0,1,0
H_7140.h5,P_7140.h5,0,1,1,0,0,0,0,0,1,0
H_7141.h5,P_7141.h5,0,1,1,0,0,1,1,0,0,0
H_7142.h5,P_7142.h5,0,0,0,0,0,1,0,1,1,0
H_7143.h5,P_7143.h5,1,1,0,0,0,0,0,1,0,1
H_7144.h5,P_7144.h5,1,0,0,0,1,1,0,0,1,0
H_7145.h5,P_7145.h5,0,0,0,0,0,1,0,1,1,0
H_7146.h5,P_7146.h5,0,0,0,1,1,0,0,1,1,0
H_7147.h5,P_7147.h5,0,1,0,1,1,0,0,0,1,0
H_7148.h5,P_7148.h5,0,0,0,0,1,0,0,0,1,1
H_7149.h5,P_7149.h5,1,0,0,0,1,0,0,1,0,1
H_7150.h5,P_7150.h5,0,1,0,0,0,1,0,0,1,1
H_7151.h5,P_7151.h5,1,0,0,1,1,0,0,0,1,0
H_7152.h5,P_7152.h5,0,1,0,0,0,1,0,0,1,1
H_7153.h5,P_7153.h5,1,0,0,0,0,0,1,1,0,1
H_7154.h5,P_7154.h5,0,0,0,0,1,0,0,1,1,1
H_7155.h5,P_7155.h5,1,1,0,1,0,0,1,0,0,0
H_7156.h5,P_7156.h5,1,0,1,0,1,0,0,0,0,1
H_7157.h5,P_7157.h5,1,1,0,1,0,1,0,0,0,0
H_7158.h5,P_7158.h5,0,1,0,0,0,1,1,1,0,0
H_7159.h5,P_7159.h5,0,1,1,0,0,0,1,1,0,0
H_7160.h5,P_7160.h5,0,0,1,1,0,0,0,1,0,1
H_7161.h5,P_7161.h5,0,0,1,0,0,1,0,0,1,1
H_7162.h5,P_7162.h5,1,1,1,0,0,0,1,0,0,0
H_7163.h5,P_7163.h5,1,1,0,0,0,1,0,0,0,1
H_7164.h5,P_7164.h5,0,1,1,0,0,0,0,1,0,1
H_7165.h5,P_7165.h5,1,0,0,1,0,1,0,0,0,0
H_7166.h5,P_7166.h5,0,0,1,0,1,1,1,0,0,0
H_7167.h5,P_7167.h5,0,1,1,0,0,0,1,0,0,0
H_7168.h5,P_7168.h5,1,1,0,0,0,0,0,1,0,0
H_7169.h5,P_7169.h5,0,1,1,0,0,1,0,1,0,0
H_7170.h5,P_7170.h5,1,0,1,0,0,0,0,1,1,0
H_7171.h5,P_7171.h5,1,0,0,0,1,0,0,0,1,1
H_7172.h5,P_7172.h5,0,0,0,0,1,1,0,0,1,1
H_7173.h5,P_7173.h5,0,1,1,0,0,1,1,0,0,0
H_7174.h5,P_7174.h5,0,1,1,1,0,0,0,1,0,0
H_7175.h5,P_7175.h5,1,0,1,1,0,1,0,0,0,0
H_7176.h5,P_7176.h5,0,0,0,0,0,1,1,0,1,1
H_7177.h5,P_7177.h5,1,0,1,0,1,1,0,0,0,0
H_7178.h5,P_7178.h5,1,0,1,0,1,0,0,0,0,0
H_7179.h5,P_7179.h5,1,1,0,1,1,0,0,0,0,0
H_7180.h5,P_7180.h5,0,0,0,0,1,0,0,0,1,1
H_7181.h5,P_7181.h5,0,1,0,1,0,0,1,0,1,0
H_7182.h5,P_7182.h5,0,1,1,0,1,0,1,0,0,0
H_7183.h5,P_7183.h5,0,1,1,0,0,0,0,1,0,1
H_7184.h5,P_7184.h5,1,1,0,0,0,1,0,1,0,0
H_7185.h5,P_7185.h5,0,0,0,1,1,1,0,0,0,1
H_7186.h5,P_7186.h5,0,0,0,1,1,1,0,0,1,0
H_7187.h5,P_7187.h5,0,1,0,0,0,1,0,1,0,0
H_7188.h5,P_7188.h5,1,1,0,1,0,0,0,0,0,0
H_7189.h5,P_7189.h5,1,1,0,0,0,0,1,0,1,0
H_7190.h5,P_7190.h5,1,1,0,1,0,0,0,0,0,1
H_7191.h5,P_7191.h5,0,0,0,0,1,0,1,1,1,0
H_7192.h5,P_7192.h5,0,0,0,0,1,0,1,1,0,1
H_7193.h5,P_7193.h5,1,0,0,0,0,0,1,1,0,0
H_7194.h5,P_7194.h5,1,0,1,0,0,0,1,1,0,0
H_7195.h5,P_7195.h5,0,1,0,0,1,0,0,0,1,1
H_7196.h5,P_7196.h5,0,1,1,1,0,0,1,0,0,0
H_7197.h5,P_7197.h5,1,0,1,1,0,1,0,0,0,0
H_7198.h5,P_7198.h5,0,0,0,0,1,0,1,1,1,0
H_7199.h5,P_7199.h5,1,0,1,0,1,0,0,0,0,1
H_7200.h5,P_7200.h5,1,0,0,1,1,0,1,0,0,0
H_7201.h5,P_7201.h5,1,0,0,0,0,1,0,0,1,1
H_7202.h5,P_7202.h5,0,0,0,1,1,1,0,0,0,1
H_7203.h5,P_7203.h5,0,1,0,0,1,1,1,0,0,0
H_7204.h5,P_7204.h5,0,0,1,1,0,0,1,0,0,1
H_7205.h5,P_7205.h5,1,0,0,1,0,0,1,0,0,1
H_7206.h5,P_7206.h5,0,1,1,0,1,0,1,0,0,0
H_7207.h5,P_7207.h5,0,0,0,1,1,0,0,0,1,1
H_7208.h5,P_7208.h5,1,1,0,0,0,1,0,0,0,1
H_7209.h5,P_7209.h5,1,1,0,0,1,0,1,0,0,0
H_7210.h5,P_7210.h5,1,1,0,1,0,0,1,0,0,0
H_7211.h5,P_7211.h5,0,1,0,0,1,0,0,1,0,1
H_7212.h5,P_7212.h5,0,1,1,0,1,0,0,0,0,1
H_7213.h5,P_7213.h5,0,1,0,1,0,0,0,1,1,0
H_7214.h5,P_7214.h5,1,0,0,1,1,1,0,0,0,0
H_7215.h5,P_7215.h5,0,1,1,0,1,1,0,0,0,0
H_7216.h5,P_7216.h5,0,0,0,1,0,1,0,1,0,1
H_7217.h5,P_7217.h5,0,0,0,0,0,1,1,0,0,1
H_7218.h5,P_7218.h5,1,0,1,0,1,0,0,1,0,0
H_7219.h5,P_7219.h5,1,1,0,0,0,0,0,1,1,0
H_7220.h5,P_7220.h5,0,1,1,1,0,0,1,0,0,0
H_7221.h5,P_7221.h5,1,0,1,0,1,0,0,0,1,0
H_7222.h5,P_7222.h5,0,0,1,0,1,1,0,1,0,0
H_7223.h5,P_7223.h5,0,1,0,1,0,0,0,0,1,0
H_7224.h5,P_7224.h5,0,1,0,0,0,1,1,0,0,1
H_7225.h5,P_7225.h5,0,0,0,0,1,1,1,1,0,0
H_7226.h5,P_7226.h5,0,0,0,0,0,1,0,1,1,1
H_7227.h5,P_7227.h5,0,0,1,0,0,1,0,0,1,1
H_7228.h5,P_7228.h5,0,0,1,1,0,1,0,0,1,0
H_7229.h5,P_7229.h5,0,0,0,1,0,0,1,1,1,0
H_7230.h5,P_7230.h5,0,0,0,1,0,1,1,1,0,0
H_7231.h5,P_7231.h5,1,0,0,1,0,0,0,1,1,0
H_7232.h5,P_7232.h5,1,0,0,1,0,1,0,0,1,0
H_7233.h5,P_7233.h5,1,0,1,0,1,0,0,0,0,1
H_7234.h5,P_7234.h5,1,0,1,1,0,0,0,0,0,0
H_7235.h5,P_7235.h5,0,1,1,0,1,0,1,0,0,0
H_7236.h5,P_7236.h5,0,1,1,0,0,0,0,1,1,0
H_7237.h5,P_7237.h5,0,0,1,0,1,0,0,1,1,0
H_7238.h5,P_7238.h5,0,0,1,0,1,1,0,1,0,0
H_7239.h5,P_7239.h5,0,1,0,1,0,0,0,0,1,1
H_7240.h5,P_7240.h5,1,1,1,0,0,0,0,0,0,1
H_7241.h5,P_7241.h5,1,0,0,0,0,0,1,1,1,0
H_7242.h5,P_7242.h5,1,0,0,1,0,1,0,0,0,1
H_7243.h5,P_7243.h5,0,0,0,0,0,0,1,1,0,1
H_7244.h5,P_7244.h5,1,0,1,0,0,1,0,1,0,0
H_7245.h5,P_7245.h5,0,0,0,0,0,0,0,1,1,1
H_7246.h5,P_7246.h5,0,0,0,0,0,0,1,0,1,0
H_7247.h5,P_7247.h5,0,1,1,0,0,1,0,1,0,0
H_7248.h5,P_7248.h5,0,0,1,0,1,0,1,0,1,0
H_7249.h5,P_7249.h5,1,0,0,1,0,1,1,0,0,0
H_7250.h5,P_7250.h5,0,1,1,0,1,0,0,0,0,1
H_7251.h5,P_7251.h5,0,1,1,0,1,0,0,1,0,0
H_7252.h5,P_7252.h5,0,1,0,0,0,0,1,0,1,1
H_7253.h5,P_7253.h5,0,0,1,1,0,0,1,1,0,0
H_7254.h5,P_7254.h5,0,0,1,0,1,0,0,1,0,1
H_7255.h5,P_7255.h5,1,0,0,1,1,0,0,0,0,0
H_7256.h5,P_7256.h5,0,1,1,0,0,1,0,1,0,0
H_7257.h5,P_7257.h5,0,0,0,0,1,1,0,0,0,1
H_7258.h5,P_7258.h5,1,1,0,0,0,0,0,1,1,0
H_7259.h5,P_7259.h5,0,1,0,0,1,1,0,0,0,0
H_7260.h5,P_7260.h5,1,1,1,0,1,0,0,0,0,0
H_7261.h5,P_7261.h5,0,1,0,0,0,1,0,1,0,0
H_7262.h5,P_7262.h5,0,1,0,0,1,0,1,0,0,1
H_7263.h5,P_7263.h5,0,0,0,0,1,0,0,1,1,1
H_7264.h5,P_7264.h5,0,0,1,1,0,1,1,0,0,0
H_7265.h5,P_7265.h5,1,0,0,1,1,0,1,0,0,0
H_7266.h5,P_7266.h5,0,0,1,0,0,0,0,1,0,1
H_7267.h5,P_7267.h5,0,0,0,0,1,1,1,0,1,0
H_7268.h5,P_7268.h5,0,0,0,0,0,1,1,1,0,1
H_7269.h5,P_7269.h5,0,1,0,1,1,0,1,0,0,0
H_7270.h5,P_7270.h5,1,1,0,0,0,0,0,0,1,1
H_7271.h5,P_7271.h5,0,1,0,0,0,1,0,0,1,1
H_7272.h5,P_7272.h5,0,0,1,1,1,1,0,0,0,0
H_7273.h5,P_7273.h5,0,1,0,0,1,0,0,0,0,1
H_7274.h5,P_7274.h5,0,0,0,1,0,1,0,1,0,1
H_7275.h5,P_7275.h5,0,1,0,1,1,0,0,0,0,1
H_7276.h5,P_7276.h5,0,0,0,0,1,1,0,1,1,0
H_7277.h5,P_7277.h5,0,0,1,0,0,1,0,0,1,1
H_7278.h5,P_7278.h5,1,0,0,1,0,0,1,1,0,0
H_7279.h5,P_7279.h5,0,0,0,1,0,0,0,1,1,1
H_7280.h5,P_7280.h5,1,1,0,0,1,0,0,0,0,1
H_7281.h5,P_7281.h5,0,0,0,1,1,0,1,1,0,0
H_7282.h5,P_7282.h5,1,0,1,0,0,0,0,1,1,0
H_7283.h5,P_7283.h5,1,1,0,0,1,0,0,0,1,0
H_7284.h5,P_7284.h5,0,1,0,0,0,0,1,0,0,0
H_7285.h5,P_7285.h5,0,0,0,1,0,1,0,0,1,1
H_7286.h5,P_7286.h5,0,1,1,0,0,1,1,0,0,0
H_7287.h5,P_7287.h5,0,1,0,0,0,1,0,1,0,1
H_7288.h5,P_7288.h5,1,1,0,0,0,1,0,1,0,0
H_7289.h5,P_7289.h5,0,0,1,1,0,1,1,0,0,0
H_7290.h5,P_7290.h5,1,1,0,0,0,0,1,0,1,0
H_7291.h5,P_7291.h5,0,1,0,0,1,0,1,0,1,0
H_7292.h5,P_7292.h5,0,0,0,0,1,0,0,1,1,0
H_7293.h5,P_7293.h5,1,0,1,0,1,0,0,0,0,0
H_7294.h5,P_7294.h5,0,1,0,1,0,1,1,0,0,0
H_7295.h5,P_7295.h5,1,0,0,0,0,0,1,1,0,1
H_7296.h5,P_7296.h5,1,0,1,1,0,0,0,0,0,1
H_7297.h5,P_7297.h5,1,1,0,1,0,0,0,1,0,0
H_7298.h5,P_7298.h5,0,0,1,1,1,0,0,0,0,1
H_7299.h5,P_7299.h5,0,0,0,1,0,1,1,1,0,0
H_7300.h5,P_7300.h5,1,0,1,1,0,1,0,0,0,0
H_7301.h5,P_7301.h5,0,1,0,0,0,1,0,0,1,1
H_7302.h5,P_7302.h5,0,1,0,0,1,1,1,0,0,0
H_7303.h5,P_7303.h5,0,1,1,0,1,0,0,1,0,0
H_7304.h5,P_7304.h5,0,1,1,0,0,1,0,0,0,1
H_7305.h5,P_7305.h5,0,0,0,1,1,0,0,0,1,1
H_7306.h5,P_7306.h5,1,0,0,0,0,0,1,1,0,1
H_7307.h5,P_7307.h5,0,0,1,0,0,1,0,1,1,0
H_7308.h5,P_7308.h5,0,1,0,0,1,0,1,0,0,1
H_7309.h5,P_7309.h5,1,1,0,0,0,1,1,0,0,0
H_7310.h5,P_7310.h5,1,0,0,1,0,0,0,1,1,0
H_7311.h5,P_7311.h5,0,0,1,1,0,0,0,0,1,0
H_7312.h5,P_7312.h5,0,0,0,0,1,1,0,0,1,0
H_7313.h5,P_7313.h5,1,0,0,0,0,1,0,0,1,1
H_7314.h5,P_7314.h5,1,0,0,0,1,0,1,0,0,1
H_7315.h5,P_7315.h5,0,0,0,1,0,1,0,0,1,1
H_7316.h5,P_7316.h5,1,0,1,1,0,0,0,1,0,0
H_7317.h5,P_7317.h5,1,0,0,0,1,1,0,1,0,0
H_7318.h5,P_7318.h5,0,0,1,1,1,0,0,1,0,0
H_7319.h5,P_7319.h5,0,0,1,0,0,0,0,1,0,1
H_7320.h5,P_7320.h5,0,0,0,0,1,1,0,0,1,1
H_7321.h5,P_7321.h5,0,0,1,1,0,1,0,1,0,0
H_7322.h5,P_7322.h5,1,0,0,1,1,0,0,1,0,0
H_7323.h5,P_7323.h5,0,1,0,0,0,1,1,0,0,1
H_7324.h5,P_7324.h5,0,0,1,1,1,0,0,0,1,0
H_7325.h5,P_7325.h5,0,0,1,0,1,0,0,1,0,1
H_7326.h5,P_7326.h5,0,0,1,1,0,1,1,0,0,0
H_7327.h5,P_7327.h5,1,0,0,0,1,1,0,0,1,0
H_7328.h5,P_7328.h5,1,0,0,1,1,1,0,0,0,0
H_7329.h5,P_7329.h5,1,0,0,0,0,1,0,0,0,1
H_7330.h5,P_7330.h5,0,1,1,0,1,0,0,0,1,0
H_7331.h5,P_7331.h5,0,0,0,1,0,1,1,0,0,1
H_7332.h5,P_7332.h5,0,1,0,0,1,0,0,1,0,1
H_7333.h5,P_7333.h5,0,1,1,0,0,0,0,1,0,1
H_7334.h5,P_7334.h5,0,1,0,0,0,0,1,1,1,0
H_7335.h5,P_7335.h5,0,1,0,0,1,0,1,1,0,0
H_7336.h5,P_7336.h5,0,0,0,1,1,1,0,0,0,0
H_7337.h5,P_7337.h5,0,0,0,0,1,1,1,1,0,0
H_7338.h5,P_7338.h5,1,0,0,1,0,1,0,0,1,0
H_7339.h5,P_7339.h5,0,0,1,1,1,0,0,0,0,0
H_7340.h5,P_7340.h5,0,1,1,0,0,0,1,0,1,0
H_7341.h5,P_7341.h5,0,0,0,0,1,1,0,0,0,1
H_7342.h5,P_7342.h5,1,0,1,0,0,0,1,0,0,1
H_7343.h5,P_7343.h5,0,1,1,0,0,0,0,0,1,0
H_7344.h5,P_7344.h5,1,0,1,0,0,0,0,1,0,1
H_7345.h5,P_7345.h5,0,0,1,1,0,0,1,0,1,0
H_7346.h5,P_7346.h5,0,0,0,1,1,1,0,0,1,0
H_7347.h5,P_7347.h5,0,0,1,0,1,1,0,0,1,0
H_7348.h5,P_7348.h5,0,1,1,0,0,0,0,1,1,0
H_7349.h5,P_7349.h5,0,1,0,1,0,0,0,0,0,1
H_7350.h5,P_7350.h5,0,1,0,0,0,0,1,1,0,1
H_7351.h5,P_7351.h5,1,0,0,0,0,1,1,1,0,0
H_7352.h5,P_7352.h5,1,0,1,0,0,1,0,0,0,0
H_7353.h5,P_7353.h5,0,0,0,0,0,0,1,1,1,1
H_7354.h5,P_7354.h5,0,1,0,0,0,0,1,0,0,1
H_7355.h5,P_7355.h5,1,1,0,0,1,0,1,0,0,0
H_7356.h5,P_7356.h5,0,1,1,0,0,1,0,0,0,1
H_7357.h5,P_7357.h5,0,1,0,0,0,0,0,1,1,1
H_7358.h5,P_7358.h5,0,0,1,1,1,1,0,0,0,0
H_7359.h5,P_7359.h5,1,0,0,1,0,0,1,0,0,1
H_7360.h5,P_7360.h5,0,1,0,0,0,0,1,1,1,0
H_7361.h5,P_7361.h5,1,1,1,0,0,0,0,0,0,1
H_7362.h5,P_7362.h5,0,0,0,0,1,1,0,1,1,0
H_7363.h5,P_7363.h5,1,1,0,0,0,0,0,1,1,0
H_7364.h5,P_7364.h5,1,0,0,1,1,0,0,1,0,0
H_7365.h5,P_7365.h5,1,0,1,1,0,0,0,0,1,0
H_7366.h5,P_7366.h5,1,0,0,0,0,0,1,0,1,1
H_7367.h5,P_7367.h5,0,1,0,0,1,0,1,0,1,0
H_7368.h5,P_7368.h5,1,0,0,1,0,1,0,1,0,0
H_7369.h5,P_7369.h5,1,0,0,0,1,1,0,1,0,0
H_7370.h5,P_7370.h5,0,1,0,0,1,0,1,0,0,0
H_7371.h5,P_7371.h5,0,0,1,0,1,0,0,0,1,1
H_7372.h5,P_7372.h5,0,0,1,1,0,0,1,0,1,0
H_7373.h5,P_7373.h5,0,0,0,0,0,1,1,1,0,1
H_7374.h5,P_7374.h5,1,1,0,0,1,0,0,0,1,0
H_7375.h5,P_7375.h5,1,0,0,1,0,0,1,0,1,0
H_7376.h5,P_7376.h5,0,0,1,1,0,0,0,1,0,0
H_7377.h5,P_7377.h5,1,0,0,0,1,0,0,1,0,1
H_7378.h5,P_7378.h5,0,0,1,1,0,0,0,1,0,1
H_7379.h5,P_7379.h5,0,0,0,0,1,0,1,0,1,1
H_7380.h5,P_7380.h5,0,1,1,0,0,1,0,0,0,0
H_7381.h5,P_7381.h5,1,1,0,1,0,0,0,0,0,0
H_7382.h5,P_7382.h5,0,0,1,0,1,0,0,0,1,1
H_7383.h5,P_7383.h5,0,0,1,1,1,1,0,0,0,0
H_7384.h5,P_7384.h5,0,1,0,0,0,1,1,0,1,0
H_7385.h5,P_7385.h5,0,0,1,0,1,1,0,0,0,1
H_7386.h5,P_7386.h5,1,0,0,1,0,0,1,1,0,0
H_7387.h5,P_7387.h5,0,0,0,1,0,1,1,0,1,0
H_7388.h5,P_7388.h5,0,0,0,1,0,0,0,0,0,1
H_7389.h5,P_7389.h5,0,0,0,1,1,1,1,0,0,0
H_7390.h5,P_7390.h5,1,0,0,1,0,0,0,1,0,0
H_7391.h5,P_7391.h5,1,1,0,0,0,0,0,1,0,1
H_7392.h5,P_7392.h5,0,1,1,0,0,0,1,1,0,0
H_7393.h5,P_7393.h5,1,1,1,0,1,0,0,0,0,0
H_7394.h5,P_7394.h5,0,0,1,0,1,0,1,0,1,0
H_7395.h5,P_7395.h5,0,1,1,1,1,0,0,0,0,0
H_7396.h5,P_7396.h5,0,1,1,0,0,0,0,1,1,0
H_7397.h5,P_7397.h5,0,1,0,0,1,1,0,1,0,0
H_7398.h5,P_7398.h5,0,0,1,0,0,1,0,1,0,0
H_7399.h5,P_7399.h5,0,1,0,0,0,0,1,1,1,0
H_7400.h5,P_7400.h5,0,1,1,0,1,1,0,0,0,0
H_7401.h5,P_7401.h5,1,0,0,0,0,1,0,1,1,0
H_7402.h5,P_7402.h5,0,0,1,1,1,0,1,0,0,0
H_7403.h5,P_7403.h5,1,0,0,0,0,1,0,1,1,0
H_7404.h5,P_7404.h5,0,0,1,1,0,0,0,1,1,0
H_7405.h5,P_7405.h5,0,0,0,1,0,0,1,1,1,0
H_7406.h5,P_7406.h5,0,0,1,1,0,0,1,0,0,0
H_7407.h5,P_7407.h5,1,1,1,0,0,0,0,0,1,0
H_7408.h5,P_7408.h5,0,1,1,1,0,0,0,1,0,0
H_7409.h5,P_7409.h5,0,0,1,0,0,0,1,0,1,1
H_7410.h5,P_7410.h5,0,0,0,0,1,1,1,0,0,1
H_7411.h5,P_7411.h5,1,0,0,1,1,0,0,0,0,1
H_7412.h5,P_7412.h5,0,1,0,0,1,1,0,0,0,1
H_7413.h5,P_7413.h5,0,1,0,1,0,0,1,1,0,0
H_7414.h5,P_7414.h5,0,0,1,1,1,1,0,0,0,0
H_7415.h5,P_7415.h5,1,0,0,0,1,0,1,1,0,0
H_7416.h5,P_7416.h5,1,0,0,0,1,0,1,0,1,0
H_7417.h5,P_7417.h5,1,0,0,0,1,1,0,0,0,1
H_7418.h5,P_7418.h5,0,0,1,1,0,0,1,0,1,0
H_7419.h5,P_7419.h5,1,0,1,0,0,1,1,0,0,0
H_7420.h5,P_7420.h5,0,0,0,0,1,0,0,1,0,0
H_7421.h5,P_7421.h5,1,0,0,0,0,0,0,1,1,1
H_7422.h5,P_7422.h5,0,1,0,0,1,0,0,1,1,0
H_7423.h5,P_7423.h5,0,0,0,1,0,0,0,0,1,1
H_7424.h5,P_7424.h5,1,0,0,0,0,0,1,0,0,1
H_7425.h5,P_7425.h5,0,1,0,1,0,1,0,0,1,0
H_7426.h5,P_7426.h5,0,0,0,0,1,0,1,0,1,1
H_7427.h5,P_7427.h5,0,0,1,0,0,0,0,1,1,1
H_7428.h5,P_7428.h5,0,0,0,1,1,1,0,1,0,0
H_7429.h5,P_7429.h5,0,0,1,0,0,0,1,0,1,1
H_7430.h5,P_7430.h5,1,0,0,1,0,0,0,0,1,0
H_7431.h5,P_7431.h5,1,0,0,1,0,0,0,1,0,0
H_7432.h5,P_7432.h5,1,0,1,1,0,0,1,0,0,0
H_7433.h5,P_7433.h5,1,0,0,0,1,0,1,0,1,0
H_7434.h5,P_7434.h5,0,1,0,1,0,1,0,1,0,0
H_7435.h5,P_7435.h5,1,1,0,1,0,1,0,0,0,0
H_7436.h5,P_7436.h5,1,0,1,0,0,1,1,0,0,0
H_7437.h5,P_7437.h5,0,1,0,0,0,1,0,0,1,1
H_7438.h5,P_7438.h5,0,1,0,1,0,0,0,1,0,1
H_7439.h5,P_7439.h5,0,1,0,0,0,1,0,0,0,1
H_7440.h5,P_7440.h5,1,1,0,0,0,1,0,1,0,0
H_7441.h5,P_7441.h5,1,0,0,1,0,0,1,0,0,1
H_7442.h5,P_7442.h5,0,0,1,0,0,1,1,0,0,1
H_7443.h5,P_7443.h5,0,0,0,0,1,0,1,0,1,1
H_7444.h5,P_7444.h5,0,1,0,1,0,0,0,0,0,1
H_7445.h5,P_7445.h5,0,0,1,0,0,0,1,1,1,0
H_7446.h5,P_7446.h5,0,1,1,0,0,0,1,0,0,1
H_7447.h5,P_7447.h5,1,0,1,0,0,0,0,0,1,1
H_7448.h5,P_7448.h5,1,0,1,0,0,0,0,1,0,1
H_7449.h5,P_7449.h5,0,0,0,0,0,1,1,1,0,0
H_7450.h5,P_7450.h5,0,0,0,1,0,1,1,1,0,0
H_7451.h5,P_7451.h5,0,1,0,0,0,0,0,1,1,1
H_7452.h5,P_7452.h5,1,1,0,1,0,0,0,1,0,0
H_7453.h5,P_7453.h5,0,0,0,0,1,0,0,1,0,1
H_7454.h5,P_7454.h5,1,1,0,0,1,0,0,0,1,0
H_7455.h5,P_7455.h5,1,0,0,0,1,1,0,1,0,0
H_7456.h5,P_7456.h5,0,0,0,1,1,0,0,0,1,1
H_7457.h5,P_7457.h5,0,1,0,0,0,1,1,1,0,0
H_7458.h5,P_7458.h5,1,0,0,0,1,0,0,1,0,0
H_7459.h5,P_7459.h5,1,0,0,0,1,1,0,1,0,0
H_7460.h5,P_7460.h5,0,1,0,0,1,0,1,0,0,1
H_7461.h5,P_7461.h5,0,0,0,1,1,1,0,0,0,0
H_7462.h5,P_7462.h5,1,0,1,0,1,0,0,0,0,1
H_7463.h5,P_7463.h5,1,1,0,1,0,1,0,0,0,0
H_7464.h5,P_7464.h5,0,1,0,1,1,1,0,0,0,0
H_7465.h5,P_7465.h5,1,0,0,0,1,0,0,1,0,0
H_7466.h5,P_7466.h5,0,0,0,0,0,1,1,1,1,0
H_7467.h5,P_7467.h5,1,0,0,0,0,1,0,1,0,1
H_7468.h5,P_7468.h5,0,0,0,1,0,1,0,1,0,1
